,textEn,id,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags,text,Date
247,"RT @a_Brzozka: Theoretical? 🤔General @nowePSL @KosiniakKamysz, a request for better research. ⤵️ Program #CzystePowietrze is PLN 103 billion on fights ...",1114474962763616256,2019-04-06 10:28:31,7,SlawekMazurek,1758,"Warszawa, Mazowieckie","[{'text': 'CzystePowietrze', 'indices': [101, 117]}]","RT @a_Brzozka: Teoretyczne? 🤔Szanowni @nowePSL @KosiniakKamysz, prośba o lepszy research. ⤵️ Program #CzystePowietrze to 103 mld zł na walk…",04-06 
248,"@WZubowski @a_Brzozka @tvp_info @nowePSL @KosiniakKamysz It was probably a reference to this list of statements, but I can ...",1114474058295513088,2019-04-06 10:24:56,0,AOgniewska,1128,,[],"@WZubowski @a_Brzozka @tvp_info @nowePSL @KosiniakKamysz To chyba było odniesienie do tej listy wypowiedzi, ale mog…",04-06 
249,"@sperograph2 I do not live or live in smog, traffic jams, queues to checkout in markets-best regards",1114469794345041920,2019-04-06 10:07:59,0,ewusia120,1773,"Śląskie, Polska",[],"@ortograf2 U mnie ani żyje ani mieszka😉smog,korki,kolejki do kasy w marketach-pozdrawiam🤗",04-06 
250,@nowePSL @KosiniakKamysz @pawelbejda @WTBartoszewski @CzSiekierski @Jakub_Stefaniak @Paslawska @ PZgorzelskiP ...,1114469240151662593,2019-04-06 10:05:47,0,GretaCzyta,603,,[],@nowePSL @KosiniakKamysz @pawelbejda @WTBartoszewski @CzSiekierski @Jakub_Stefaniak @Paslawska @PZgorzelskiP…,04-06 
251,"Theoretical? 🤔General @nowePSL @KosiniakKamysz, a request for better research. ⤵️ Program #CzystePowietrze is 103 billion from ...",1114468596451770368,2019-04-06 10:03:13,7,a_Brzozka,713,,"[{'text': 'CzystePowietrze', 'indices': [86, 102]}]","Teoretyczne? 🤔Szanowni @nowePSL @KosiniakKamysz, prośba o lepszy research. ⤵️ Program #CzystePowietrze to 103 mld z…",04-06 
252,"Well, if I were to sue Poland for everything that is here that works badly from the thievery and stupidity of politicians, through the waste ...",1114468377505017856,2019-04-06 10:02:21,1,PrawyPl,7650,Polska,[],"Cóż gdybym miał pozywać Polskę za wszystko co tu źle funkcjonuje od złodziejstwa i głupoty polityków, przez marnotr…",04-06 
253,"@ TVN24BiS Smog kills us. mortality has increased and they cut down trees, and lower air pollution standards. P ...",1114464789953220609,2019-04-06 09:48:06,0,ASzekla,9,,[],"@TVN24BiS Smog nas zabija. wzrosła śmiertelność a oni wycinają drzewa, zaniżają normy zanieczyszczenia powietrza. P…",04-06 
254,"RT @Piotr_Stepinski:. @ GoTracz (@Zieloni): Let's choose #Polska, which is fighting with #Changes of Climate, which acquires cheap energy from wind and elephant ...",1114462500009934848,2019-04-06 09:39:00,1,michalsetlak,3315,"Warszawa, Poland","[{'text': 'Polska', 'indices': [53, 60]}, {'text': 'ZmianyKlimatu', 'indices': [78, 92]}]","RT @Piotr_Stepinski: .@GoTracz (@Zieloni): Wybierzmy #Polska, która walczy ze #ZmianyKlimatu, która pozyskuje tanią energię z wiatru i słoń…",04-06 
255,". @ GoTracz (@Zieloni): Let's choose #Polska, which is fighting with #Changes of Climate, which acquires cheap energy from wind and s ...",1114461352364519424,2019-04-06 09:34:26,1,Piotr_Stepinski,1774,Warszawa,"[{'text': 'Polska', 'indices': [32, 39]}, {'text': 'ZmianyKlimatu', 'indices': [57, 71]}]",".@GoTracz (@Zieloni): Wybierzmy #Polska, która walczy ze #ZmianyKlimatu, która pozyskuje tanią energię z wiatru i s…",04-06 
256,Bravo @KosiniakKamysz @nowePSL @KEuropean Yes! We've already done a lot of #smog:,1114459614593130497,2019-04-06 09:27:32,10,GrzybAndrzej,4139,,"[{'text': 'smog', 'indices': [58, 63]}]",Brawo @KosiniakKamysz @nowePSL @KEuropejska Tak! Dużo ws. #smog już zrobiliśmy:,04-06 
257,"Well. They have closed the cocaine dealership to them, they feel strangely and sue for the smog.",1114458543527215104,2019-04-06 09:23:17,0,Bolek_Ma_Tole,2343,,[],"No cóż. Zamknęli im dilera od kokainy, to czują się dziwnie i pozywają za smog.",04-06 
258,@Piotr_Stepinski @SchetynadlaPO For now I see 95% of emotion and 5% of facts. We throw professional energy into one sack ...,1114458386735730688,2019-04-06 09:22:39,1,jakubwiech,2406,"Warszawa, Mazowieckie",[],@Piotr_Stepinski @SchetynadlaPO Na razie widzę 95% emocji i 5% faktów. Wrzucamy do jednego wora energetykę zawodową…,04-06 
259,"@ Magdale31588590 @trzaskowski_ no, but for smog you could probably charge 8-) Seriously. I recall the promises of pr ...",1114458287473295360,2019-04-06 09:22:16,0,dominikpanek,4924,Polska,[],"@Magdale31588590 @trzaskowski_ nie, ale za smog pewnie można byłoby obciążyć 8-) Na serio. Przypominam obietnice pr…",04-06 
260,"💬 For them, smog is a theoretical threat, for us the worst plague of our time. This smog is one of the reasons ...",1114456651015315456,2019-04-06 09:15:45,36,nowePSL,13591,"00-539 Warszawa, ul. Piękna 3A",[],"💬 Dla nich smog to zagrożenie teoretyczne, dla nas najgorsza plaga naszych czasów. To smog jest jednym z powodów ra…",04-06 
261,"RT @mkaczerowski: I recommend your attention. Report @WWF_Polska and @BCG ""Poland 2050 for generations - we choose the future""",1114454858587938816,2019-04-06 09:08:38,4,mbukows,3262,"Warsaw, Poland",[],RT @mkaczerowski: Polecam Waszej uwadze Raport @WWF_Polska i @BCG „Polska 2050 dla pokoleń - wybieramy przyszłość”,04-06 
262,"The ambitious plan but still has no specificities. Yes, I will remind you",1114451064751906818,2019-04-06 08:53:33,0,Piotr_Stepinski,1774,Warszawa,[],Plan ambitny ale nadal nie ma konkretów. Tak tylko przypomnę,04-06 
263,"RT @gazeta_wyborcza: No alarm, no problem? The Minister of the Environment hides smog",1114444483377160192,2019-04-06 08:27:24,8,WiktorMatriks,131,,[],"RT @gazeta_wyborcza: Nie ma alarmu, nie ma problemu? Minister środowiska ukrywa smog",04-06 
264,"""There is such a smog in Krakow that when a girl asks me to strangle her during sex, I just open the window."" Jason Statham",1114444089435541510,2019-04-06 08:25:50,0,anyafigura,119,,[],"""W Krakowie jest taki smog, że kiedy dziewczyna prosi żebym ją poddusił podczas seksu, to po prostu otwieram okno."" Jason Statham",04-06 
265,"Smog badly affects our physical health. Now, however, it also turns out that it destroys our intelligence. Worth in ...",1114440981804457984,2019-04-06 08:13:30,0,brainshop_pl,1069,"Szczecin, Poland",[],"Smog źle wpływa na nasze zdrowie fizyczne. Teraz okazuje się jednak również, że niszczy naszą inteligencję. Warto w…",04-06 
266,"In two hours I will be in Krakow and Pati wrote to me that it is too hot for heat, which is strange because I thought that by t ...",1114438946258325504,2019-04-06 08:05:24,0,MYySky_Kawaii,966,Poznań,[],Za dwie godzinki będę w Krakowie i Pati mi pisała ze jakoś za ciepło nie jest co jest dziwne bo myślałam ze przez t…,04-06 
267,@mendessyx Maybe if he comes next time and stays in Warsaw for example it will stay longer. Do you know why? ...,1114432386933116933,2019-04-06 07:39:20,0,_humbak,135,Poland,[],@mendessyx Może jak przyjedzie następnym razem i zatrzyma się np w Warszawie to zostanie dłużej. Wiecie dlaczego ?…,04-06 
268,Fictional fight with the smog of the Minister of the Environment - he decided that we do not have to hear about the smog and recognize the new levels of alar ...,1114430774676267008,2019-04-06 07:32:56,0,FundacjaIRME,365,"Poznań, Polska",[],"Fikcyjna walka ze smogiem Ministra Środowiska – zdecydował, że o smogu nie musimy słyszeć i uznał nowe poziomy alar…",04-06 
269,The environment resort defends new levels of smog - #ecology # environment #natura #przyroda #klimat #smog,1114428608473382912,2019-04-06 07:24:19,0,FundacjaIRME,365,"Poznań, Polska","[{'text': 'ekologia', 'indices': [76, 85]}, {'text': 'środowisko', 'indices': [86, 97]}, {'text': 'natura', 'indices': [98, 105]}, {'text': 'przyroda', 'indices': [106, 115]}, {'text': 'klimat', 'indices': [116, 123]}, {'text': 'smog', 'indices': [124, 129]}]",Resort środowiska broni nowych poziomów smogowych - #ekologia #środowisko #natura #przyroda #klimat #smog,04-06 
270,The EC reprimands Poland for the lack of progress in the fight against smog - #ekologia # środowiska # natura ...,1114428010894172160,2019-04-06 07:21:57,0,FundacjaIRME,365,"Poznań, Polska","[{'text': 'ekologia', 'indices': [77, 86]}, {'text': 'środowisko', 'indices': [87, 98]}, {'text': 'natura', 'indices': [99, 106]}]",KE gani Polskę za brak postępów w walce ze smogiem - #ekologia #środowisko #natura…,04-06 
271,"RT @Platforma: UNION OF CLEAN AIR AND CHEAPER ENERGY We will get EU funds for green energy, protecting the climate, our health, eli ...",1114420877473480704,2019-04-06 06:53:36,2,s_slazyk,454,,[],"RT @PlatformaPo: UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, eli…",04-06 
272,@PremierRP @MinSenvironments @MorawieckiM Tiaa. This is when you stop cutting #puszczabialowieska? When will you turn back ...,1114417864256180224,2019-04-06 06:41:38,0,bob_belze,1,,"[{'text': 'puszczabialowieska', 'indices': [76, 95]}]",@PremierRP @MinSrodowiska @MorawieckiM Tiaa. To kiedy przestaniecie wycinac #puszczabialowieska ? Kiedy cofniecie…,04-06 
273,RT @mmozejewski: Today is the last day of Personal Democracy Forum in #Gdansk. In the #opendata program and #smog analysis. Thank you now for participating ...,1114417072669384705,2019-04-06 06:38:29,1,jaroslawdebski,41,,"[{'text': 'Gdansk', 'indices': [63, 70]}, {'text': 'opendata', 'indices': [84, 93]}, {'text': 'smog', 'indices': [107, 112]}]",RT @mmozejewski: Dziś ostatni dzień Personal Democracy Forum w #Gdansk. W programie #opendata oraz analiza #smog. Już teraz dziękuję uczest…,04-06 
274,"@gazeta_wyborcza This is Tusk's fault, which hid the smog too poorly and now the problem is visible again.",1114414175747440640,2019-04-06 06:26:58,0,RychoZbycho,180,Buethen,[],"@gazeta_wyborcza To wina Tuska,który za słabo ukrył smog i teraz problem znów jest widoczny.",04-06 
275,"Like in Krakow, such a smog, and I did not feel as if the air was somehow terribly polluted, as for ...",1114407807363768320,2019-04-06 06:01:40,0,truebloodreina,815,ᴡʜᴇʀᴇᴠᴇʀ ʀᴏꜱꜱ ɪꜱ ♡,[],"Niby w Krakowie taki smog, a ja wcale nie czułam się jakby powietrze było jakoś strasznie zanieczyszczone, jak dla…",04-06 
276,Today is the last day of Personal Democracy Forum in #Gdansk. In the #opendata program and #smog analysis. Thank you already ...,1114397481620639744,2019-04-06 05:20:38,1,mmozejewski,129,,"[{'text': 'Gdansk', 'indices': [46, 53]}, {'text': 'opendata', 'indices': [67, 76]}, {'text': 'smog', 'indices': [90, 95]}]",Dziś ostatni dzień Personal Democracy Forum w #Gdansk. W programie #opendata oraz analiza #smog. Już teraz dziękuję…,04-06 
277,@RSuligowski @RokickaJulia @Europarl_PL @RadioFamily @Zieloni @ZieloniWro @KEuropejska @MSobodzian @ tuWroclaw ...,1114396902387343360,2019-04-06 05:18:20,0,LubieSzydzic,74,Polska,[],@RSuligowski @RokickaJulia @Europarl_PL @RadioRodzina @Zieloni @ZieloniWro @KEuropejska @MSobodzian @tuWroclaw…,04-06 
278,"RT @tvnwarszawa: On Friday, a trial brought by Lesław Żurek started in the district court for Warsaw-Śródmieście.",1114396441110306817,2019-04-06 05:16:30,9,dzieckorowerowe,153,"Śląskie, Polska",[],RT @tvnwarszawa: W piątek w sądzie rejonowym dla Warszawy-Śródmieścia ruszył proces wytoczony przez Lesława Żurka.,04-06 
279,@wirtualnapolska Artist III-RP This SMOG has in mind -?,1114391298063065088,2019-04-06 04:56:04,0,stanszym,21,"Warszawa, Mazowieckie",[],@wirtualnapolska Artysta III-RP To SMOG ma w głowie - ?,04-06 
280,He sued the city hall and the state for smog. The process is starting,1114388636521439234,2019-04-06 04:45:29,0,wirtualnapolska,45597,"Gdansk, Poland",[],Pozwał ratusz i państwo za smog. Rusza proces,04-06 
281,"@gazeta_wyborcza Ozone hole, greenhouse gases and now smog 😂 what else pseudo ecologists will come up with",1114388390940631040,2019-04-06 04:44:31,0,Archaniol_PL,14,Gdańsk,[],"@gazeta_wyborcza Dziura ozonowa,gazy cieplarniane a teraz smog 😂 co jeszcze pseudo ekolodzy wymyślą",04-06 
282,@gazeta_wyborcza SMOG It's in the heads of III-PO-STKOMUNA what WYJE,1114385532811919361,2019-04-06 04:33:09,0,stanszym,21,"Warszawa, Mazowieckie",[],@gazeta_wyborcza SMOG To ma w głowach III-PO-STKOMUNA co WYJE,04-06 
283,"Porter of Birthday 2017 Home Brewery Poliwo, Baltyk-Tasman 8 Wired and Pinta, Smog 30/08/2016 Pracownia Piwa, Peated ...",1114310080906842112,2019-04-05 23:33:20,0,lpolityk,569,"Poznań, Polska",[],"Porter Urodzinowy 2017 Browar Domowy Poliwo, Baltyk-Tasman 8 Wired i Pinta, Smog 30.08.2016 Pracownia Piwa, Peated…",04-05 
284,"@Explicite_ @asiamarcowa I was brought up in a large provincial city. We also had a smog, but we treated it as ...",1114296264496230400,2019-04-05 22:38:26,0,RenataManikowsk,387,"Rheinland-Pfalz, Deutschland",[],"@Explicite_ @asiamarcowa Wychowywałam się w dużym wojewódzkim mieście. Też mieliśmy smog, ale traktowaliśmy to jako…",04-05 
285,"They found a method for a career. Despite the title, I do not even know a guy.",1114286084597407744,2019-04-05 21:57:59,0,Tata_Kasi,1746,"Mazowieckie, Polska",[],Znaleźli sobie metodę na karierę. Wbrew tytułowi ja faceta nie znam nawet.,04-05 
286,@aniatomsia washing hands. smog and for naughty children,1114281124870672384,2019-04-05 21:38:17,0,RyszardWasilew1,388,,[],@aniatomsia mycie rąk. smog i za niegrzeczne dzieci,04-05 
287,RT @Interia_Fakty: Another actor is suing the #smog state treasury,1114262564911886340,2019-04-05 20:24:32,3,dziennikarz,10071,"Nowa Huta, Polska","[{'text': 'smog', 'indices': [54, 59]}]",RT @Interia_Fakty: Kolejny aktor pozywa skarb państwa #smog,04-05 
288,"Smog sharply packed the ""actors"", the brain took them away.",1114256812180680704,2019-04-05 20:01:40,0,aigel79,854,"Warszawa, Polska",[],"Smog ostro zatakował ""aktorów"" ,mózg im odebrało.",04-05 
289,"we have this smog here, it's true",1114250740095246337,2019-04-05 19:37:32,0,softyyeosang,2247,Asia to dno,[],"chujowy mamy ten smog tutaj, to prawda",04-05 
290,RT @RokickaJulia: My priorities for elections @Europarl_PL: 1) stop smog 2) stop rubbish 3) various equal in rights 4) transport for everybody ...,1114248352856723456,2019-04-05 19:28:03,6,pawelpomian,584,"Wrocław, Polska",[],RT @RokickaJulia: Moje priorytety na wybory @Europarl_PL: 1)stop smog 2)stop śmieciom 3)różnorodni równi w prawach 4)transport dla każdeg…,04-05 
291,"I want @Europarl_PL to fight with smog, which annually dyes 50,000 people-said the candidate @ Greens ...",1114248096836456450,2019-04-05 19:27:02,7,RokickaJulia,421,"Wrocław, Polska",[],"Chcę w @Europarl_PL walczyć ze smogiem,przez który rocznie umiera 50 tys.osób-mówiła kandydatka @Zieloni…",04-05 
292,"""Semi-electric"" (according to the president of Toyota Motor Poland) cars that use 100% of energy from burning gasoline ...",1114247232201658368,2019-04-05 19:23:36,0,michalsetlak,3315,"Warszawa, Poland",[],"""Półelektryczne"" (według prezesa Toyota Motor Poland) samochody, które 100% energii czerpią ze spalania benzyny.…",04-05 
293,"On Friday, a trial brought by Lesław Żurek started in the district court for Warsaw-Śródmieście.",1114243776149635072,2019-04-05 19:09:52,9,tvnwarszawa,305218,Warszawa,[],W piątek w sądzie rejonowym dla Warszawy-Śródmieścia ruszył proces wytoczony przez Lesława Żurka.,04-05 
294,"RT @typiskroo: ""There is such a smog in Krakow that when a girl asks me to strangle her during sex, I open the window"" XDDDDDDDDD",1114242939331534848,2019-04-05 19:06:33,3,xladykiller3x,1225,http://itsohpowerful.tumblr.com/,[],"RT @typiskroo: ,,w Krakowie panuje taki smog, że jak dziewczyna prosi mnie, żebym ją poddusił podczas seksu, to otwieram okno"" XDDDDDDDDD",04-05 
295,@niezaleznapl Let all the actors pay us for smog from their cars what we are breathing in !!!,1114238029059756033,2019-04-05 18:47:02,0,aniawalewska197,28,,[],@niezaleznapl Niech ci wszyscy aktorzy zapłacą nam za smog z ich aut co my wdychamy !!!,04-05 
296,@asiamarcowa We are not very much in Rybnik. Still at the doctor's throat and bronchi. And our Olympian already announced ...,1114237480054808577,2019-04-05 18:44:51,0,Explicite_,2519,Polska,[],@asiamarcowa My w Rybniku już nie bardzo. Ciągle u lekarza z gardłem i oskrzelami. A nasz olimpijczyk już zapowiedz…,04-05 
297,"""There is such a smog in Krakow that when a girl asks me to strangle her during sex, I open the window"" XDDDDDDDDD",1114234445815529472,2019-04-05 18:32:48,3,typiskroo,1185,,[],",,w Krakowie panuje taki smog, że jak dziewczyna prosi mnie, żebym ją poddusił podczas seksu, to otwieram okno"" XDDDDDDDDD",04-05 
298,Lesław Żurek thinks about smog: Running events in Warsaw are a joke. unfunny,1114234227917303814,2019-04-05 18:31:56,0,GazetaStoleczna,9965,,[],Lesław Żurek sądzi się o smog: Imprezy biegowe w Warszawie to żart. Nieśmieszny,04-05 
299,"@andrzejmh Easy. It will take longer. Your friend is unnecessarily worried, before all of us smog will be emitted.",1114221640190189568,2019-04-05 17:41:54,0,sluzcywilnainfo,684,Polska,[],"@andrzejmh Spokojnie. To jeszcze potrwa. Niepotrzebnie się kolega martwi, wcześniej nas wszystkich smog wydusi.",04-05 
300,SMOG ME HAPPENED AND HERE BEAUTIFUL TONT MI LECI WRR,1114210276306501632,2019-04-05 16:56:45,0,mociumpanie,885,@_satanistx,[],SMOG MI SIĘ WDARŁ A TU PIĘKNY TONT MI LECI WRR,04-05 
301,Actor Lesław Żurek in the matter of smog: Where should I walk with my children so that they do not poison?,1114206463382228992,2019-04-05 16:41:36,0,GazetaStoleczna,9965,,[],"Aktor Lesław Żurek w sprawie o smog: Gdzie mam spacerować z dziećmi, żeby się nie truły?",04-05 
302,Another actor sues the #smog treasury,1114205962041212928,2019-04-05 16:39:36,3,Interia_Fakty,16855,"Kraków, Poland","[{'text': 'smog', 'indices': [35, 40]}]",Kolejny aktor pozywa skarb państwa #smog,04-05 
303,@looklikechoco smog here I see,1114198580800237569,2019-04-05 16:10:17,0,shawntogluptas,803,umieralnia (koncert mendesa),[],@looklikechoco smog tu widze,04-05 
