,post,date,user,vote,image
222,               I think that there is too much of this rubbish for smoking at night ... Atmosphere at 19 in Warsaw #smog #warszawa source: scontent-waw1-1.xx.fbcdn.net   ,2018-12-11 23:42:26,postrachNocnegoSzczura,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_hXO0aOG6pL2pjXdghs0SZFquaaZrJ9Qa,w400.jpg""/>"
223,"               #smog  In the canary's settings change the standards on the WHO, see what you have the actual air pollution.  Fuck fucking fuck.   ",2018-12-11 22:43:20,zbuntowany_aniol,0,
224,"   air.katowice.eu will be the largest system of this type in Poland, consisting of 127> sensors and 154 screens, on which PM10, PM2.5 concentrations will be presented, as well as data on humidity, temperature and pressure  source -> here  show spoiler #katowice #powietrze #silesia #gop #kato # cop24 #smog  show the whole source: pbs.twimg.com   +: Diplo, unified_observer +1 other  ",2018-12-11 13:01:32,empe,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7aCa5b7tyDT0GR6Erz84mWNhIfs3wr4q,w400.jpg""/>"
225,"               I passed another time today near the house with biting, yellow, heavy, thick smoke escaping from the chimney and this time I could not stand it. In front of the house there is, of course, a tidy cart, probably for money saved on heating and disposal of garbage.  It tempted me to knock and ask what they smoke, but it's better to leave the city guard an element of surprise, right? (͡ ° ͜ʖ ͡ °)  #smog #ekologia #januszebiznesu show the whole   +: nothing you do, r4do5 +28 others  ",2018-12-11 12:16:53,Yukio_Mishima,30,
226,"               405598.69 - 11.41 = 405587.28  Feliz navidad Prospero año y felicidad  it will not go out of my head for cholera, it has been playing the rhythm of steps throughout the race ... Thank you RMF Classic, at least I can wish you a Spanish-speaking part of the xD family  I oversleproned. The watch I had to unknowingly turn off, I was saved by a phone which snoozed me from the bed at 4:50 (ಠ_ಠ) I turned on the turbo mode, I gathered longer clothes because although on a 0 ° C thermometer it was somehow moist and unpleasant. However, the wind did the job, the smog was dismantled and only half of the standard was left - the next run without the mask (ʘ‿ʘ)  It's still gently and slowly, I do not know when it will change. Slow pace, today it was 5:08 min / km, in total the route almost identical to yesterday only 1 km shorter. Ot, for now, I have such innocent, weak shuffling ¯ \ _ (ツ) _ / ¯ I still do not know how to set these heart rate zones ... I am 42 years old, some calculators give me HrMax = 177, while it is recommended to calculate 205th century * 0.5 which would give 185. Garmin probably took the first value, because actually then 90% (zone 5) is> 159, and zone 4, or 80%, is about 142 bpm. I think I will try to set 185, then the 4th zone will be 148-166, and 5. from 167 bpm, that is, at the total slaughterhouse ...  Apparently there was no strong minus, and in some places the road and sidewalks were really slippery, I was glad that now I'm flying in trial shoes - even in them I felt like they lose their grip every now and then, in curves in key places I ran across a gravel / grass roadside they were treacherous. At the end, a quick jump after buns for children to make a second breakfast, and at least those 11 km with the hook passed (͡ ° ͜ʖ ͡ °)  Have a nice day!  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: x3.wykop.pl   +: Akuku69, randall +11 others  ",2018-12-11 09:36:17,enron,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_YYhsMDNI1ViKijVM1ImJsoCZeP8yPCsj,w400.jpg""/>"
227,"               #heels #smog #humoric source: scontent-waw1-1.xx.fbcdn.net   +: basil, MrPickles +5 others  ",2018-12-10 22:48:56,senseiharanaoko,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_y6GgOTnmu1bO98jHKlVuvcuEgkmOgnMT,w400.jpg""/>"
228,"               if they burn this door, we call the municipal police and there will be an additional cost for them +300 for smog and other shit interesting if those who have such a sucked ass are smog of a bell (͡ ° ͜ʖ ͡ °) #danielmagical #patostreamy #smog   +: bartlej  ",2018-12-10 20:34:39,TydyTydy,1,
229,"               I made a meme  #powietrze #humorobrazkowy #heheszki #takaprawda #smog source: xxd.jpg   +: FrauWolf, BonerM +19 others  ",2018-12-10 15:16:09,P.......a,21,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_SFtGvkMVkjhEaXSMVnOIaF50cu8svLs9,w400.jpg""/>"
230,"               #smog #warszawa #poznan #wroclaw #krakow #heheszki #humor #humorum source: 1544440207654.jpg   +: overjoyed, pissed_gush +70 others  ",2018-12-10 12:11:27,Goronco,72,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_bcEpb7Hdw1SHHPO79HlOUeQ7PqiccQgK,w400.jpg""/>"
231,"               What kind of air cleaners do you have at home? #smog #air cleaner   +: lubie-cheesenik, Apollo1993  ",2018-12-10 02:28:19,Joneleth,2,
232,"               We report! https://www.olx.pl/oferta/promocja-palety-110110-na-opal-meble-inne-CID628-IDtzHRH.html#71bd206fe7 https://www.olx.pl/oferta/palety-na-meble-opal-CID628-IDxLWVY.html#71bd206fe7  #rakcontent #smog show the whole thing   +: KedzioRRz, lubie-cheesecake +2 others  ",2018-12-10 00:47:11,D.......i,4,
233,"               #smog and my column ~ 3 weeks after painting. I will also upload a photo in a week. #Cracow Source: 1544377828746.JPG   +: taazowsky, MrPickles +2 others  ",2018-12-09 18:50:43,Qrakk,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_fL39HBRJC2GehpLtPzwbIAyxV5SeLZ54,w400.jpg""/>"
234,"               I'm thinking about the shortest route to get to the store in this crap and smog and a friend or go jogging. Doctor: ""Mrs. nint, please do not exercise outside, it's really unhealthy, I recommend some gyms for the winter."" My facebook: ""juhu ran today 8km the main streets of the city"". #smog #logikarozowychpaskow although it's probably the general logic of people. show the whole   +: Alicjas45, Stara + + 3 more  ",2018-12-09 15:46:06,n..t,5,
235,"               Mircy, what was it on the corner of Świętokrzyska and Marszałkowska? (͡ ° ͜ʖ ͡ °) If someone wanted to read about what the author had in mind:  https://noizz.pl/opinie/kto-i-po-co-rozwiesil-pranie-w-centrum-warszawy/phl840l  http://warszawa.wyborcza.pl/warszawa/7,54420,24258937,rozwiesil-pranie-na-swietokrzyskiej-zeby-zaprotestowac-przeciw.html?disableRedirects=true  In my opinion, a nice and unobvious way to bring up this topic. #warszawa #sztag #smog show the whole source: IMG_20181209_151239.jpg   +: sonnyjeans, yourvictim +4 others  ",2018-12-09 15:23:44,Fafnucek,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_VAn5kzSmcMnwCregETuwpBLbNlKttU1G,w400.jpg""/>"
236,"               Hi Mirki. I recall the only right method of burning in the stove and fireplace, lighting up from the top. Method for immediate reduction of air pollution by 50% and bonus of 30% savings on smoking for the palate. The method is free and with immediate effect.  #smog #heating #ekologia #zanieczyszczeniepowietrza #palenieodgory #ciewieostki #zdrowie #technologia show all source: youtube.com   +: mrjetro, Trelik +2 others  ",2018-12-09 14:34:25,wilku88,4,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_FpsctFTH736lI7RpHnugRHHwEeZQJQ72,w400.jpg""/>"
237,"               Well, I like this level #smog in #krakow (͡ ° ͜ʖ ͡ °) There is nothing like a bit of wind. . . . click to expand the picture. . source: x3.wykop.pl   +: User2, Janusz_z_Galilei +7 others  ",2018-12-09 07:18:11,enron,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Z52BetcCt4rpITRbgarOvBkNA17wXPf0,w400.jpg""/>"
238,"               #polska #smog #ekologia #zdrowie #ciewieostki #technologia The 50 most polluted cities in Europe 36 are in Poland source: focus.pl   +: slavas, dymitrop +3 others  ",2018-12-08 23:25:59,Fix,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_flMONJdKPGN80JJRZ1LnOADyEsSkYocp,w400.jpg""/>"
239,"    One rabbi will say yes, and another rabbi will say no ... all this 'air quality' is one big ride on the hump of stupid lemmings in order to get the most cash out of it.  #smog #prztrze # co2 #alarmsmogowy #sciema #bekazlemingow #polityka #heheszki show whole source: pfff.jpg   ",2018-12-08 22:00:32,RobertKowalski,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_1iFTNFg6ZG3PxDF9r4Lm0vLRW7Z61WqY,w400.jpg""/>"
240,               Does anyone recommend an anti-smog mask from Xiaomi? Or any mask for non -osmotic money? #smog #xiaomi   ,2018-12-08 18:06:49,wankstain,0,
241,"               Well, such warnings #meteo it's me who like when #krakow is #smog (͡ ° ͜ʖ ͡ °) . . . click to expand the picture. . source: x3.wykop.pl   +: M .... s, Jeleniowa +2 others  ",2018-12-08 16:17:47,enron,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5XjKHwOoLqGXUHP6EB3zw1jh2gq55RRr,w400.jpg""/>"
242,"               Congratulations to the debilas organizing #marszdlaklimatu these hundreds of cars now in traffic jams have no effect on the deterioration of the climate #smog #Katowice   +: mustol108, banana90 +1 other  ",2018-12-08 13:48:11,breskali,3,
243,"               Mirki, someone will help me with the issue of whether to send my neighbors to the training on firing up the furnace, or immediately on the bagels? No other house darts like this ... #smog #ekologia #wegiel source: embed.jpg   +: slavas, E .......... n +3 others  ",2018-12-08 11:13:40,savage4pl,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_l1SRWKW3bdUiqyAoAtOU0XsLO6UVB4Ef,wat400.jpg?author=savage4pl&amp;auth=4c4b05097b9a5f8110c30a76b498d7d2""/>"
244,"               How to live? How to breathe here?  Somehow, how the air does not munch between your teeth and not feel a metallic aftertaste ... #wroclaw #smog . . . click to expand the picture. . source: 1544248064054.tajchert.canary.png   +: Denna, Gusik +7 others  ",2018-12-08 06:49:21,bachus,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_GE4tAak4lKfUyo1f5Qgozo7FG3qtn9HF,w400.jpg""/>"
245,"               Recently, I saw an old woman collect plastic bottles thrown into a ditch. It's good that older people care about the environment.  #warszawa #smog   +: lubie-cheesenik, dertom +2 others  ",2018-12-08 01:11:33,Bzdziuch,4,
246,"               Another great success of the Great Catholic Polish Empire  Among the countries of the European Union, in Poland the quality of air is the worst - said Krzysztof Kwiatkowski, President of NIK, said on Friday in Katowice. After the inspection, the Chamber pointed to the co-ordination of actions and too small means transferred to the fight against smog.  https://fakty.interia.pl/raporty/raport-szczyt-klimatyczny-katowice2018/aktualnosci/news-kontrola-nik-polska-ma-najgorsza-jakosc-powietrza-w-ue,nId,2718147  #bekazkatoli #bekazprawakow #bekazodermuch #bekazkorwina #bekazlibertarian #bekazpisu #smog #powietrze # cop24 # 4konserwy #neuropa show the whole [see photo from i.iplsc.com]   +: lubie-cheesenik, Tajch +22 others  ",2018-12-07 23:16:07,f.....d,24,
247,"               I am returning by train to #krakow together with a group of scouts of about 10 years of age. Young puppeteers riding the train non-stop are crazy. We enter Krakow and open the windows and in the corridor and call the air !!! And one of them: not Krakow, it's smog.  And that's how it lives in this village)) ¯_ (ツ) _ / ¯  #takbylo #mniesmszy   +: Seba_Seba_Seba, Pluszowy_ziemniak +2 others  ",2018-12-07 21:17:41,zakuosw,4,
248,"               #rybnik Give me my #smog, what I am to breathe. I am soulful here ... (╯ ° □ °) ╯ source: 86dgm9d9.png   +: Zeddzik, Memorymemory  ",2018-12-07 19:48:26,Dzieci_z_Choroszczy,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_tBV8Y9UUjtoNffloHDNk2eYIoMf9Fjps,w400.jpg""/>"
249,               Is there any greater difference between these masks? I need a bike altogether.  https://allegro.pl/maska-antysmogowa-rwb-mask-10-filtrow-zestaw-i7122995674.html https://rzmask.pl/maski-antysmogowe/11-maska-przeciwpylowa-rzmask-black.html https://dragonmask.pl/maski-antysmogowe-sport/maska-dragon-sport-ii-black?gclid=EAIaIQobChMIkPrAlraN3wIVA_lRCh3InApeEAQYASABEgKHhPD_BwE  Maybe some other one?  Because if there is no difference then why overpay.  # poll #smog #purchases #allegro show the whole thing   ,2018-12-07 10:43:56,szoch6,0,
